y,x,cluster_var,w_left,w_ideology,w_strength,w_strong,w_strength_qrt
1,-.31891358,2044201984,1,1,.41650817,1,1
1,.17151868,2044201984,0,3,.43813908,2,2
1,-.17151868,2044201984,1,1,.44317308,2,2
1,.015485793,2044201984,1,1,.45250651,2,2
1,-.015485793,2044201984,0,3,.38386047,1,1
1,.025671452,2044201984,0,3,.35319161,1,0
1,-.025671452,2044201984,1,1,.4987306,2,3
1,.21140175,2044201984,0,3,.3702988,1,0
1,-.21140175,2044201984,0,4,.258753,1,0
1,.0090921819,2044211968,0,3,.4805415,2,3
1,-.0090921819,2044211968,1,1,.46864468,2,3
1,.014580935,2044211968,0,3,.47523683,2,3
1,-.014580935,2044211968,1,1,.42529079,1,1
1,.045539409,2044211968,1,1,.46357918,2,3
1,-.045539409,2044211968,0,3,.42367601,1,1
1,.10640085,2044211968,1,1,.38896459,1,1
1,-.10640085,2044211968,0,3,.3702988,1,0
1,.10777971,2044221952,0,3,.5120253,2,3
1,-.10777971,2044221952,1,1,.41292936,1,1
1,.11535856,2044221952,0,3,.46218801,2,2
1,-.11535856,2044221952,1,1,.41650817,1,1
1,.025621921,2044221952,1,1,.44317308,2,2
1,-.025621921,2044221952,0,3,.43813908,2,2
1,.20729345,2044221952,1,1,.45250651,2,2
1,-.20729345,2044221952,0,3,.38386047,1,1
1,.19888052,2044221952,1,1,.4987306,2,3
1,-.19888052,2044221952,1,1,.4987306,2,3
1,.14172246,2044221952,1,1,.38896459,1,1
1,-.14172246,2044221952,0,3,.3702988,1,0
1,.30709738,2044231936,0,3,.4805415,2,3
1,-.30709738,2044231936,1,1,.46864468,2,3
1,.34379315,2044231936,0,3,.47523683,2,3
1,-.34379315,2044231936,1,1,.42529079,1,1
1,.27226129,2044231936,0,2,.35151455,1,0
1,-.27226129,2044231936,1,1,.46357918,2,3
1,.20067087,2044231936,0,3,.45303699,2,2
1,-.20067087,2044231936,1,1,.49621183,2,3
1,.14428139,2044232064,0,3,.3702988,1,0
1,-.14428139,2044232064,1,1,.38896459,1,1
1,.03437987,2044242048,1,1,.41292936,1,1
1,-.03437987,2044242048,1,1,.41292936,1,1
1,.14985335,2044242048,1,1,.41650817,1,1
1,-.14985335,2044242048,0,3,.46218801,2,2
1,.34731734,2044242048,1,1,.44317308,2,2
1,-.34731734,2044242048,0,3,.43813908,2,2
1,.19623017,2044242048,1,1,.4987306,2,3
1,-.19623017,2044242048,1,1,.4987306,2,3
1,.14938906,2044242048,1,1,.38896459,1,1
1,-.14938906,2044242048,0,3,.3702988,1,0
1,.13389713,2044252032,0,3,.4805415,2,3
1,-.13389713,2044252032,1,1,.46864468,2,3
1,.20709059,2044252032,0,3,.47523683,2,3
1,-.20709059,2044252032,1,1,.42529079,1,1
1,.03303045,2044252032,0,3,.42367601,1,1
1,-.03303045,2044252032,1,1,.46357918,2,3
1,.019074708,2044252032,1,1,.49621183,2,3
1,-.019074708,2044252032,0,3,.45303699,2,2
1,.0014034808,2044252032,1,1,.38896459,1,1
1,-.0014034808,2044252032,0,3,.3702988,1,0
1,.14607544,2044262016,1,1,.41292936,1,1
1,-.14607544,2044262016,0,3,.5120253,2,3
1,.02013737,2044262016,1,1,.41650817,1,1
1,-.02013737,2044262016,0,3,.46218801,2,2
1,.21366522,2044262016,1,1,.44317308,2,2
1,-.21366522,2044262016,0,3,.43813908,2,2
1,.16488628,2044262016,1,1,.46357918,2,3
1,-.16488628,2044262016,0,2,.35151455,1,0
1,.20913735,2044262016,1,1,.45250651,2,2
1,-.20913735,2044262016,0,2,.22026564,1,0
1,.22845417,2044262016,1,1,.4987306,2,3
1,-.22845417,2044262016,0,3,.35319161,1,0
1,.14027393,2044262016,1,1,.38896459,1,1
1,-.14027393,2044262016,0,3,.3702988,1,0
1,.024227142,2044272000,0,3,.43813908,2,2
1,-.024227142,2044272000,1,1,.44317308,2,2
1,.10190645,2044272000,1,1,.45250651,2,2
1,-.10190645,2044272000,0,3,.38386047,1,1
1,.065404922,2044272000,1,1,.4987306,2,3
1,.11703245,2044272000,1,1,.38896459,1,1
1,-.11703245,2044272000,0,4,.258753,1,0
1,.20704272,2044281984,0,3,.42367601,1,1
0,-.20704272,2044281984,0,2,.35151455,1,0
1,.020670921,2044281984,0,3,.3702988,1,0
1,-.020670921,2044281984,1,1,.38896459,1,1
1,.099784255,2044291968,0,3,.46218801,2,2
1,-.099784255,2044291968,1,1,.41650817,1,1
1,.10036631,2044291968,1,1,.44317308,2,2
1,-.10036631,2044291968,0,3,.43813908,2,2
1,.049762011,2044291968,1,1,.45250651,2,2
1,-.049762011,2044291968,0,3,.38386047,1,1
1,.10370371,2044291968,0,3,.35319161,1,0
1,-.10370371,2044291968,1,1,.4987306,2,3
1,.071644664,2044291968,0,3,.3702988,1,0
1,-.071644664,2044291968,1,1,.38896459,1,1
1,.0074981749,2044301952,1,1,.46864468,2,3
1,-.0074981749,2044301952,0,3,.4805415,2,3
1,.019664407,2044301952,0,3,.47523683,2,3
1,-.019664407,2044301952,1,1,.42529079,1,1
1,.082533389,2044301952,0,2,.35151455,1,0
1,-.082533389,2044301952,1,1,.46357918,2,3
1,.19345897,2044301952,1,1,.49621183,2,3
1,-.19345897,2044301952,0,3,.45303699,2,2
1,.1868408,2044301952,0,3,.3702988,1,0
1,-.1868408,2044301952,1,1,.38896459,1,1
1,.13833334,2044311936,0,3,.45303699,2,2
1,-.13833334,2044311936,1,1,.49621183,2,3
1,.19773796,2044312064,0,3,.3702988,1,0
1,-.19773796,2044312064,1,1,.38896459,1,1
1,.30911711,2044322048,0,3,.46218801,2,2
1,-.30911711,2044322048,1,1,.41650817,1,1
1,.20123538,2044322048,0,3,.43813908,2,2
1,-.20123538,2044322048,1,1,.44317308,2,2
1,.14766082,2044322048,0,3,.38386047,1,1
1,-.14766082,2044322048,1,1,.45250651,2,2
1,.10113132,2044322048,0,3,.35319161,1,0
1,-.10113132,2044322048,1,1,.4987306,2,3
1,.0900639,2044332032,0,3,.46218801,2,2
1,-.0900639,2044332032,0,3,.46218801,2,2
1,.0053831637,2044332032,0,3,.43813908,2,2
1,-.0053831637,2044332032,1,1,.44317308,2,2
1,-.085885882,2044332032,0,3,.38386047,1,1
1,-.22775933,2044332032,1,1,.4987306,2,3
1,.097604245,2044342016,0,3,.46218801,2,2
1,-.097604245,2044342016,1,1,.41650817,1,1
1,.2167832,2044342016,0,3,.43813908,2,2
1,-.2167832,2044342016,0,3,.43813908,2,2
1,.11996293,2044342016,0,3,.38386047,1,1
1,-.11996293,2044342016,1,1,.45250651,2,2
1,.10779223,2044342016,1,1,.4987306,2,3
1,-.10779223,2044342016,0,3,.35319161,1,0
1,.10501835,2044352000,1,1,.41292936,1,1
1,-.10501835,2044352000,0,3,.5120253,2,3
1,.18439716,2044352000,0,3,.46218801,2,2
1,-.18439716,2044352000,1,1,.41650817,1,1
1,.24530342,2044352000,1,1,.44317308,2,2
1,-.24530342,2044352000,0,3,.43813908,2,2
1,.27861875,2044352000,1,1,.4987306,2,3
1,-.27861875,2044352000,1,1,.4987306,2,3
1,.098671705,2044361984,0,3,.47523683,2,3
0,-.098671705,2044361984,0,3,.47523683,2,3
1,.15254238,2044381952,0,3,.47523683,2,3
0,-.15254238,2044381952,0,3,.47523683,2,3
1,.14636391,2044381952,1,1,.49621183,2,3
1,-.14636391,2044381952,0,3,.45303699,2,2
1,.037917584,2044391936,0,3,.5120253,2,3
1,-.037917584,2044391936,1,1,.41292936,1,1
1,.03930819,2044391936,1,1,.41650817,1,1
1,-.03930819,2044391936,0,3,.46218801,2,2
1,.081751376,2044391936,1,1,.44317308,2,2
0,-.081751376,2044391936,1,1,.44317308,2,2
1,.27389133,2044391936,1,1,.45250651,2,2
1,-.27389133,2044391936,0,2,.22026564,1,0
1,.29025757,2044391936,1,1,.4987306,2,3
1,-.29025757,2044391936,1,1,.4987306,2,3
1,.0065478384,2044402048,1,1,.46357918,2,3
1,-.0065478384,2044402048,0,3,.42367601,1,1
1,.16685584,2044412032,0,3,.4805415,2,3
1,-.16685584,2044412032,0,3,.4805415,2,3
1,.10445364,2044412032,0,3,.47523683,2,3
1,-.10445364,2044412032,0,3,.47523683,2,3
1,.066356987,2044412032,0,3,.42367601,1,1
1,-.066356987,2044412032,0,3,.42367601,1,1
1,.11586206,2044412032,1,1,.49621183,2,3
1,-.11586206,2044412032,0,3,.45303699,2,2
1,.025684685,2044422016,0,3,.43813908,2,2
1,-.025684685,2044422016,0,3,.43813908,2,2
1,.29345542,2044422016,0,3,.35319161,1,0
1,-.29345542,2044422016,1,1,.4987306,2,3
1,.059802532,2044432000,1,1,.44317308,2,2
1,-.059802532,2044432000,0,3,.43813908,2,2
1,.086291045,2044432000,1,1,.45250651,2,2
1,-.086291045,2044432000,0,3,.38386047,1,1
1,.06110391,2044432000,1,1,.4987306,2,3
1,-.06110391,2044432000,1,1,.4987306,2,3
1,.17607224,2044441984,0,3,.47523683,2,3
0,-.17607224,2044441984,0,3,.47523683,2,3
1,.0010663271,2044441984,1,1,.49621183,2,3
1,-.0010663271,2044441984,0,3,.45303699,2,2
1,.15034875,2044451968,1,1,.41292936,1,1
1,-.15034875,2044451968,0,3,.5120253,2,3
1,.096096843,2044451968,1,1,.41650817,1,1
1,-.096096843,2044451968,0,3,.46218801,2,2
1,.070414364,2044451968,0,3,.35319161,1,0
1,-.070414364,2044451968,1,1,.4987306,2,3
1,.16028664,2044461952,0,3,.43813908,2,2
1,-.16028664,2044461952,1,1,.44317308,2,2
1,.12403676,2044461952,0,3,.38386047,1,1
1,-.12403676,2044461952,1,1,.45250651,2,2
1,.12284264,2044461952,0,3,.35319161,1,0
1,-.12284264,2044461952,1,1,.4987306,2,3
1,.081586152,2044471936,1,1,.46864468,2,3
0,-.081586152,2044471936,1,1,.46864468,2,3
1,.18499276,2044471936,1,1,.42529079,1,1
0,-.18499276,2044471936,1,1,.42529079,1,1
1,.27012482,2044471936,1,1,.46357918,2,3
0,-.27012482,2044471936,1,1,.46357918,2,3
1,.26348123,2044471936,1,1,.49621183,2,3
1,-.26348123,2044471936,1,1,.49621183,2,3
1,.30456322,2044482048,1,1,.46864468,2,3
1,-.30456322,2044482048,0,3,.4805415,2,3
1,.039777517,2044482048,1,1,.42529079,1,1
1,-.039777517,2044482048,0,3,.47523683,2,3
1,.17516427,2044482048,1,1,.46357918,2,3
1,-.17516427,2044482048,0,2,.35151455,1,0
1,.12780556,2044492032,1,1,.41292936,1,1
1,-.12780556,2044492032,0,3,.5120253,2,3
1,.093823761,2044492032,1,1,.41650817,1,1
1,-.093823761,2044492032,0,3,.46218801,2,2
1,.24413244,2044492032,1,1,.44317308,2,2
1,-.24413244,2044492032,0,3,.43813908,2,2
1,.22640365,2044492032,1,1,.45250651,2,2
1,-.22640365,2044492032,0,3,.38386047,1,1
1,.29393429,2044492032,1,1,.4987306,2,3
1,-.29393429,2044492032,0,3,.35319161,1,0
1,.014454782,2044502016,0,3,.47523683,2,3
1,-.014454782,2044502016,1,1,.42529079,1,1
1,.38833258,2044512000,1,1,.46864468,2,3
1,-.38833258,2044512000,0,3,.4805415,2,3
1,.24896476,2044512000,1,1,.42529079,1,1
1,-.24896476,2044512000,0,3,.47523683,2,3
1,.20829028,2044521984,1,1,.41292936,1,1
1,-.20829028,2044521984,0,3,.5120253,2,3
1,.13381869,2044521984,1,1,.41650817,1,1
1,-.13381869,2044521984,0,3,.46218801,2,2
1,.28542888,2044521984,1,1,.44317308,2,2
1,-.28542888,2044521984,0,3,.43813908,2,2
1,.27815941,2044521984,1,1,.45250651,2,2
1,-.27815941,2044521984,0,2,.22026564,1,0
1,.21270435,2044521984,1,1,.4987306,2,3
1,-.21270435,2044521984,1,1,.4987306,2,3
1,.040503144,2044531968,0,3,.5120253,2,3
1,-.040503144,2044531968,1,1,.41292936,1,1
1,.00094428658,2044531968,0,3,.46218801,2,2
1,-.00094428658,2044531968,1,1,.41650817,1,1
1,.20817174,2044531968,1,1,.44317308,2,2
1,-.20817174,2044531968,0,3,.43813908,2,2
1,.2255585,2044531968,1,1,.45250651,2,2
1,-.2255585,2044531968,0,3,.38386047,1,1
1,.2140266,2044531968,1,1,.49621183,2,3
1,-.2140266,2044531968,0,3,.45303699,2,2
1,.14848727,2044531968,1,1,.4987306,2,3
1,-.14848727,2044531968,1,1,.4987306,2,3
1,.24246158,2044541952,0,3,.46218801,2,2
1,-.24246158,2044541952,1,1,.41650817,1,1
1,.036581576,2044541952,0,3,.43813908,2,2
1,-.036581576,2044541952,1,1,.44317308,2,2
1,.076571196,2044541952,0,3,.38386047,1,1
1,-.076571196,2044541952,1,1,.45250651,2,2
1,.22655323,2044541952,0,3,.35319161,1,0
1,-.22655323,2044541952,1,1,.4987306,2,3
1,.18721987,2044551936,1,1,.46357918,2,3
1,-.18721987,2044551936,0,2,.35151455,1,0
1,.2378922,2044551936,1,1,.49621183,2,3
1,-.2378922,2044551936,0,2,.15055956,1,0
1,.13187039,2044562048,1,1,.46864468,2,3
1,-.13187039,2044562048,0,3,.4805415,2,3
1,.077352613,2044562048,1,1,.42529079,1,1
1,-.077352613,2044562048,0,3,.47523683,2,3
1,.10037607,2044562048,1,1,.46357918,2,3
1,-.10037607,2044562048,0,2,.35151455,1,0
1,.24098228,2044562048,1,1,.49621183,2,3
1,-.24098228,2044562048,0,2,.15055956,1,0
1,.10750449,2044572032,0,3,.5120253,2,3
1,-.10750449,2044572032,1,1,.41292936,1,1
1,.17026049,2044572032,0,3,.46218801,2,2
1,-.17026049,2044572032,0,3,.46218801,2,2
1,.0051301122,2044572032,0,3,.43813908,2,2
1,-.0051301122,2044572032,1,1,.44317308,2,2
1,.12599154,2044572032,0,3,.38386047,1,1
1,-.12599154,2044572032,1,1,.45250651,2,2
1,.040892199,2044572032,0,3,.35319161,1,0
1,-.040892199,2044572032,0,3,.35319161,1,0
1,.11375387,2044582016,1,1,.41292936,1,1
1,-.11375387,2044582016,0,3,.5120253,2,3
1,.1769146,2044582016,1,1,.41650817,1,1
1,-.1769146,2044582016,0,3,.46218801,2,2
1,.25194088,2044582016,1,1,.44317308,2,2
1,-.25194088,2044582016,0,3,.43813908,2,2
1,.1962221,2044582016,1,1,.45250651,2,2
1,-.1962221,2044582016,0,3,.38386047,1,1
1,.20038818,2044582016,1,1,.4987306,2,3
1,-.20038818,2044582016,0,3,.35319161,1,0
1,.1843804,2044592000,0,3,.5120253,2,3
1,-.1843804,2044592000,1,1,.41292936,1,1
1,.0034782588,204501,1,1,.41292936,1,1
1,-.0034782588,204501,0,3,.5120253,2,3
1,.084001899,204501,1,1,.41650817,1,1
1,-.084001899,204501,0,3,.46218801,2,2
1,.092890501,204501,0,3,.43813908,2,2
1,-.092890501,204501,1,1,.44317308,2,2
1,.13124217,204501,0,3,.38386047,1,1
1,.028439164,204501,0,3,.35319161,1,0
1,-.028439164,204501,0,3,.35319161,1,0
1,.037195057,2045011968,0,3,.3702988,1,0
1,-.037195057,2045011968,1,1,.38896459,1,1
1,.067424119,204502,1,1,.46864468,2,3
1,-.067424119,204502,0,3,.4805415,2,3
1,.069837928,2045021952,0,3,.3702988,1,0
1,-.069837928,2045021952,0,4,.258753,1,0
1,.014900535,2045032064,0,3,.3702988,1,0
1,-.014900535,2045032064,0,4,.258753,1,0
1,.032258064,204504,0,3,.42367601,1,1
1,-.032258064,204504,0,3,.42367601,1,1
1,.11446357,2045042048,0,4,.258753,1,0
1,-.11446357,2045042048,0,3,.3702988,1,0
1,.092223912,204505,1,1,.41650817,1,1
1,-.092223912,204505,0,3,.46218801,2,2
1,-.29416326,204505,0,4,.12031306,1,0
1,.12458429,204505,0,3,.35319161,1,0
1,-.12458429,204505,0,4,.18162929,1,0
1,.15969466,2045052032,0,3,.3702988,1,0
1,-.15969466,2045052032,1,1,.38896459,1,1
1,.27475429,204506,0,3,.5120253,2,3
1,-.27475429,204506,1,1,.41292936,1,1
1,.21023315,204506,0,3,.46218801,2,2
1,-.21023315,204506,1,1,.41650817,1,1
1,.01059638,204506,0,3,.43813908,2,2
1,-.01059638,204506,1,1,.44317308,2,2
1,.059848204,204506,0,3,.38386047,1,1
1,-.059848204,204506,1,1,.45250651,2,2
1,.082907155,204506,1,1,.4987306,2,3
1,-.082907155,204506,0,3,.35319161,1,0
1,.0029921532,2045062016,0,4,.258753,1,0
1,-.0029921532,2045062016,0,3,.3702988,1,0
1,.14323667,204507,0,3,.38386047,1,1
1,-.14323667,204507,1,1,.45250651,2,2
1,.22339833,204507,0,3,.35319161,1,0
1,-.22339833,204507,0,4,.18162929,1,0
1,.08836244,2045072000,0,4,.258753,1,0
1,-.08836244,2045072000,0,3,.3702988,1,0
1,.046224639,204508,0,2,.35151455,1,0
1,-.046224639,204508,0,3,.42367601,1,1
1,.019223511,204508,0,3,.45303699,2,2
1,-.019223511,204508,0,3,.45303699,2,2
1,.058012366,2045081984,0,4,.258753,1,0
1,-.058012366,2045081984,0,3,.3702988,1,0
1,.24660367,204509,1,1,.41292936,1,1
1,-.24660367,204509,0,3,.5120253,2,3
1,.07956478,204509,0,3,.35319161,1,0
1,-.07956478,204509,1,1,.4987306,2,3
1,.036845744,2045091968,0,3,.3702988,1,0
1,-.036845744,2045091968,0,4,.258753,1,0
1,.16441613,2045101952,0,3,.3702988,1,0
1,-.16441613,2045101952,0,4,.258753,1,0
1,.019594342,204511,0,3,.4805415,2,3
1,-.019594342,204511,0,3,.4805415,2,3
1,.14685714,204511,0,3,.47523683,2,3
1,-.14685714,204511,0,3,.47523683,2,3
1,.095260888,204511,0,3,.42367601,1,1
1,-.095260888,204511,1,1,.46357918,2,3
1,.081210196,2045112064,0,3,.3702988,1,0
1,-.081210196,2045112064,0,4,.258753,1,0
1,.24791799,204513,0,3,.4805415,2,3
1,-.24791799,204513,1,1,.46864468,2,3
1,.20018664,2045132032,0,3,.3702988,1,0
1,-.20018664,2045132032,1,1,.38896459,1,1
1,.24163872,204514,0,3,.4805415,2,3
1,-.24163872,204514,1,1,.46864468,2,3
1,.092039302,204514,0,3,.47523683,2,3
1,-.092039302,204514,1,1,.42529079,1,1
1,.077514157,204514,0,3,.42367601,1,1
1,-.077514157,204514,1,1,.46357918,2,3
1,.14331737,204514,0,3,.45303699,2,2
1,-.14331737,204514,1,1,.49621183,2,3
1,.043194771,2045142016,0,3,.3702988,1,0
1,-.043194771,2045142016,1,1,.38896459,1,1
1,.1777142,204515,0,3,.5120253,2,3
1,-.1777142,204515,0,3,.5120253,2,3
1,.027240768,204515,0,3,.43813908,2,2
0,-.027240768,204515,0,3,.43813908,2,2
1,.086804211,204515,0,3,.38386047,1,1
0,-.086804211,204515,0,3,.38386047,1,1
1,.066855848,204515,0,3,.35319161,1,0
1,-.066855848,204515,1,1,.4987306,2,3
1,.084631205,2045152000,0,3,.3702988,1,0
1,-.084631205,2045152000,0,4,.258753,1,0
1,.020219684,204516,0,3,.46218801,2,2
1,-.020219684,204516,0,3,.46218801,2,2
1,.24767472,204516,1,1,.44317308,2,2
1,-.24767472,204516,0,3,.43813908,2,2
1,.00595662,204516,1,1,.45250651,2,2
1,-.00595662,204516,0,3,.38386047,1,1
1,.006457299,204516,0,4,.18162929,1,0
1,-.006457299,204516,1,1,.4987306,2,3
1,.038428694,2045161984,0,3,.3702988,1,0
1,-.038428694,2045161984,1,1,.38896459,1,1
1,.29223949,204517,0,3,.46218801,2,2
1,-.29223949,204517,0,3,.46218801,2,2
1,.05906108,204517,0,3,.43813908,2,2
1,-.05906108,204517,1,1,.44317308,2,2
1,.10683012,204517,0,3,.38386047,1,1
1,-.10683012,204517,1,1,.45250651,2,2
1,.11519364,204517,0,3,.35319161,1,0
1,-.11519364,204517,0,4,.18162929,1,0
1,.095595509,2045171968,0,3,.3702988,1,0
1,-.095595509,2045171968,0,4,.258753,1,0
1,.063566327,2045181952,0,3,.5120253,2,3
0,-.063566327,2045181952,0,3,.5120253,2,3
1,.3108995,2045181952,0,3,.38386047,1,1
1,-.3108995,2045181952,1,1,.45250651,2,2
1,.24262922,2045181952,0,3,.35319161,1,0
1,-.24262922,2045181952,1,1,.4987306,2,3
1,.11695172,2045181952,1,1,.38896459,1,1
1,-.11695172,2045181952,0,4,.258753,1,0
1,.062156588,204519,0,3,.5120253,2,3
1,-.062156588,204519,1,1,.41292936,1,1
1,.052565694,2045191936,0,3,.46218801,2,2
1,-.052565694,2045191936,1,1,.41650817,1,1
1,.010455877,2045191936,0,3,.43813908,2,2
1,-.010455877,2045191936,1,1,.44317308,2,2
1,.16186891,2045191936,0,3,.38386047,1,1
1,-.16186891,2045191936,0,4,.12031306,1,0
1,.11642744,2045191936,0,3,.35319161,1,0
1,-.11642744,2045191936,0,4,.18162929,1,0
1,.15781203,2045192064,1,1,.38896459,1,1
1,-.15781203,2045192064,0,4,.258753,1,0
1,.067598164,204520,0,3,.47523683,2,3
1,-.067598164,204520,1,1,.42529079,1,1
1,.020722061,204520,0,3,.42367601,1,1
1,-.020722061,204520,1,1,.46357918,2,3
1,.22840431,204520,0,3,.45303699,2,2
1,-.22840431,204520,1,1,.49621183,2,3
1,.20340511,2045202048,0,3,.3702988,1,0
1,-.20340511,2045202048,0,4,.258753,1,0
1,.16055602,2045212032,0,3,.43813908,2,2
1,-.16055602,2045212032,1,1,.44317308,2,2
1,.073765844,2045212032,0,3,.38386047,1,1
1,-.073765844,2045212032,1,1,.45250651,2,2
1,.018958688,2045212032,0,3,.35319161,1,0
1,-.018958688,2045212032,1,1,.4987306,2,3
1,.034836769,2045212032,0,4,.258753,1,0
1,-.034836769,2045212032,0,3,.3702988,1,0
1,.1839174,204522,0,3,.4805415,2,3
1,-.1839174,204522,1,1,.46864468,2,3
1,.18183863,204522,0,3,.47523683,2,3
1,-.18183863,204522,1,1,.42529079,1,1
1,.059822142,204522,0,3,.42367601,1,1
1,-.059822142,204522,1,1,.46357918,2,3
1,.041926235,204522,0,2,.15055956,1,0
1,-.041926235,204522,1,1,.49621183,2,3
1,.035736203,2045232000,1,1,.41292936,1,1
1,-.035736203,2045232000,0,3,.5120253,2,3
1,.20234857,2045232000,0,3,.46218801,2,2
1,-.20234857,2045232000,1,1,.41650817,1,1
1,.083896488,2045232000,0,3,.43813908,2,2
1,-.083896488,2045232000,1,1,.44317308,2,2
1,.0019423664,2045232000,0,3,.38386047,1,1
1,-.0019423664,2045232000,1,1,.45250651,2,2
1,.070150644,2045232000,1,1,.4987306,2,3
1,-.070150644,2045232000,0,3,.35319161,1,0
1,.23661233,204524,1,1,.46864468,2,3
1,-.23661233,204524,0,3,.4805415,2,3
1,.079495877,204524,1,1,.42529079,1,1
1,-.079495877,204524,0,3,.47523683,2,3
1,.00075110793,204524,1,1,.46357918,2,3
1,-.00075110793,204524,0,2,.35151455,1,0
1,.10527474,204524,1,1,.49621183,2,3
1,-.10527474,204524,0,3,.45303699,2,2
1,.05828777,204525,0,3,.4805415,2,3
1,-.05828777,204525,1,1,.46864468,2,3
1,.10806629,204525,0,3,.47523683,2,3
1,-.10806629,204525,1,1,.42529079,1,1
1,.034316361,204525,1,1,.46357918,2,3
1,-.034316361,204525,0,3,.42367601,1,1
1,.025736392,204525,1,1,.49621183,2,3
1,-.025736392,204525,0,3,.45303699,2,2
1,.013952434,204526,0,3,.45303699,2,2
1,-.013952434,204526,0,3,.45303699,2,2
1,.22554348,204527,0,3,.47523683,2,3
0,-.22554348,204527,0,3,.47523683,2,3
1,.18588807,204527,0,3,.42367601,1,1
1,-.18588807,204527,0,3,.42367601,1,1
1,.28065783,204528,0,3,.46218801,2,2
1,-.28065783,204528,1,1,.41650817,1,1
1,.17653757,204528,0,3,.43813908,2,2
1,-.17653757,204528,0,3,.43813908,2,2
1,.13724563,204528,0,3,.35319161,1,0
1,-.13724563,204528,1,1,.4987306,2,3
1,.25746661,204529,0,3,.46218801,2,2
1,-.25746661,204529,1,1,.41650817,1,1
1,.062005147,204529,1,1,.44317308,2,2
1,-.062005147,204529,0,3,.43813908,2,2
1,.092201635,204529,1,1,.45250651,2,2
1,.28474879,204529,0,3,.35319161,1,0
1,-.28474879,204529,0,4,.18162929,1,0
1,.087759823,204530,0,3,.38386047,1,1
1,-.087759823,204530,0,4,.12031306,1,0
1,.12102473,204530,0,3,.35319161,1,0
1,.24245447,204531,0,3,.35319161,1,0
1,-.24245447,204531,0,4,.18162929,1,0
1,.22964361,204532,0,3,.47523683,2,3
1,-.22964361,204532,1,1,.42529079,1,1
1,.15370226,204532,0,3,.42367601,1,1
1,-.15370226,204532,1,1,.46357918,2,3
1,.047079861,204533,1,1,.41292936,1,1
1,-.047079861,204533,0,3,.5120253,2,3
1,.1654197,204533,1,1,.41650817,1,1
1,-.1654197,204533,0,3,.46218801,2,2
1,.1495629,204533,1,1,.44317308,2,2
1,-.1495629,204533,0,4,.12175118,1,0
1,.11089644,204533,1,1,.45250651,2,2
1,-.11089644,204533,0,3,.38386047,1,1
1,.070965648,204533,1,1,.4987306,2,3
1,-.070965648,204533,0,3,.35319161,1,0
1,.28565738,2045341952,1,1,.41292936,1,1
0,-.28565738,2045341952,1,1,.41292936,1,1
1,.15046665,2045341952,1,1,.41650817,1,1
1,-.15046665,2045341952,0,3,.46218801,2,2
1,.12450644,2045341952,0,3,.43813908,2,2
1,-.12450644,2045341952,1,1,.44317308,2,2
1,.080998093,2045341952,0,2,.22026564,1,0
1,-.080998093,2045341952,1,1,.45250651,2,2
1,.12957343,2045341952,1,1,.4987306,2,3
1,-.12957343,2045341952,0,4,.18162929,1,0
1,.16825864,2045351936,0,3,.4805415,2,3
1,-.16825864,2045351936,1,1,.46864468,2,3
1,.26512766,2045351936,0,3,.47523683,2,3
1,-.26512766,2045351936,1,1,.42529079,1,1
1,.055915192,2045351936,0,2,.35151455,1,0
1,-.055915192,2045351936,1,1,.46357918,2,3
1,.13598219,2045351936,0,3,.45303699,2,2
1,-.13598219,2045351936,0,2,.15055956,1,0
1,.1041041,2045362048,1,1,.41292936,1,1
1,-.1041041,2045362048,0,3,.5120253,2,3
1,.09530735,2045362048,0,3,.46218801,2,2
1,-.09530735,2045362048,1,1,.41650817,1,1
1,.11663808,2045362048,1,1,.44317308,2,2
1,-.11663808,2045362048,0,3,.43813908,2,2
1,.1750221,2045362048,1,1,.45250651,2,2
1,-.1750221,2045362048,0,3,.38386047,1,1
1,.1767863,2045362048,1,1,.4987306,2,3
1,-.1767863,2045362048,0,3,.35319161,1,0
1,.28876382,204537,1,1,.46864468,2,3
1,-.28876382,204537,0,3,.4805415,2,3
1,.09741132,204537,1,1,.42529079,1,1
1,-.09741132,204537,0,3,.47523683,2,3
1,.28672528,204537,1,1,.46357918,2,3
1,-.28672528,204537,0,3,.42367601,1,1
1,.067959189,204538,1,1,.46864468,2,3
1,-.067959189,204538,0,3,.4805415,2,3
1,.0038910508,204538,1,1,.42529079,1,1
1,-.0038910508,204538,0,3,.47523683,2,3
1,.1406354,204538,0,3,.42367601,1,1
1,-.1406354,204538,1,1,.46357918,2,3
1,.018349707,204538,1,1,.49621183,2,3
1,-.018349707,204538,0,3,.45303699,2,2
1,.097317457,204539,0,3,.4805415,2,3
1,-.097317457,204539,1,1,.46864468,2,3
1,.095499277,204539,0,3,.47523683,2,3
1,-.095499277,204539,1,1,.42529079,1,1
1,.043831855,204539,1,1,.46357918,2,3
1,-.043831855,204539,0,3,.42367601,1,1
1,.13697377,204539,1,1,.49621183,2,3
1,-.13697377,204539,0,3,.45303699,2,2
1,.20137483,2045401984,0,3,.43813908,2,2
1,-.20137483,2045401984,1,1,.44317308,2,2
1,.15448749,2045401984,0,3,.38386047,1,1
1,-.15448749,2045401984,1,1,.45250651,2,2
1,.11437634,2045401984,0,3,.35319161,1,0
1,-.11437634,2045401984,1,1,.4987306,2,3
